codDepto,codMun,codDeptoMun,Size,Activity,N
16,25,1625,MICROEMPRESA,H,2
16,25,1625,MICROEMPRESA,I,12
16,25,1625,MICROEMPRESA,J,3
16,25,1625,MICROEMPRESA,R,2
16,25,1625,PEQUEÑA EMPRESA,G,19
16,25,1625,PEQUEÑA EMPRESA,I,2
16,25,1625,PEQUEÑA EMPRESA,J,1
16,25,1625,PEQUEÑA EMPRESA,R,1
16,26,1626,MICROEMPRESA,G,77
16,26,1626,MICROEMPRESA,R,9
16,26,1626,NO ESPECIFICADO,A,20
16,26,1626,NO ESPECIFICADO,C,58
16,26,1626,NO ESPECIFICADO,G,197
16,26,1626,NO ESPECIFICADO,H,7
16,26,1626,NO ESPECIFICADO,I,33
16,26,1626,NO ESPECIFICADO,J,3
16,26,1626,NO ESPECIFICADO,K,3
16,26,1626,NO ESPECIFICADO,M,5
16,26,1626,NO ESPECIFICADO,N,17
16,26,1626,NO ESPECIFICADO,P,1
16,26,1626,NO ESPECIFICADO,Q,3
16,26,1626,NO ESPECIFICADO,R,6
16,27,1627,EMPRESA GRANDE,N,1
16,27,1627,MEDIANA EMPRESA,G,5
16,27,1627,MEDIANA EMPRESA,I,2
16,27,1627,MEDIANA EMPRESA,K,1
16,27,1627,MEDIANA EMPRESA,R,1
16,27,1627,MICROEMPRESA,A,1
16,27,1627,MICROEMPRESA,C,10
16,27,1627,MICROEMPRESA,F,2
16,27,1627,MICROEMPRESA,G,405
16,27,1627,MICROEMPRESA,H,26
16,27,1627,MICROEMPRESA,I,85
16,27,1627,MICROEMPRESA,J,8
16,27,1627,MICROEMPRESA,K,11
16,27,1627,MICROEMPRESA,N,36
16,27,1627,MICROEMPRESA,P,5
16,27,1627,MICROEMPRESA,Q,6
16,27,1627,MICROEMPRESA,R,49
16,27,1627,PEQUEÑA EMPRESA,G,74
16,27,1627,PEQUEÑA EMPRESA,H,4
16,27,1627,PEQUEÑA EMPRESA,I,15
16,27,1627,PEQUEÑA EMPRESA,J,1
16,27,1627,PEQUEÑA EMPRESA,M,2
16,27,1627,PEQUEÑA EMPRESA,N,3
16,27,1627,PEQUEÑA EMPRESA,P,1
16,27,1627,PEQUEÑA EMPRESA,Q,5
16,27,1627,PEQUEÑA EMPRESA,R,8
16,28,1628,MICROEMPRESA,A,4
16,28,1628,MICROEMPRESA,C,34
16,28,1628,MICROEMPRESA,D,1
16,28,1628,MICROEMPRESA,F,6
16,28,1628,MICROEMPRESA,G,431
16,28,1628,MICROEMPRESA,H,50
16,28,1628,MICROEMPRESA,I,50
16,28,1628,MICROEMPRESA,J,5
16,28,1628,MICROEMPRESA,K,2
16,28,1628,MICROEMPRESA,M,2
16,28,1628,MICROEMPRESA,N,4
16,28,1628,MICROEMPRESA,P,1
16,28,1628,MICROEMPRESA,Q,3
16,28,1628,MICROEMPRESA,R,23
17,01,1701,MICROEMPRESA,A,11
17,01,1701,MICROEMPRESA,B,1
17,01,1701,MICROEMPRESA,C,71
17,01,1701,MICROEMPRESA,D,7
17,01,1701,MICROEMPRESA,F,8
17,01,1701,MICROEMPRESA,G,1520
17,01,1701,MICROEMPRESA,H,262
17,01,1701,MICROEMPRESA,I,364
17,01,1701,MICROEMPRESA,J,27
17,01,1701,MICROEMPRESA,K,32
17,01,1701,MICROEMPRESA,L,14
17,01,1701,MICROEMPRESA,M,11
17,01,1701,MICROEMPRESA,N,6
17,01,1701,MICROEMPRESA,P,9
17,01,1701,MICROEMPRESA,Q,63
17,01,1701,MICROEMPRESA,R,146
17,02,1702,MICROEMPRESA,A,4
17,02,1702,MICROEMPRESA,G,94
17,02,1702,MICROEMPRESA,I,32
17,02,1702,MICROEMPRESA,J,1
17,02,1702,MICROEMPRESA,Q,2
17,02,1702,MICROEMPRESA,R,3
17,03,1703,EMPRESA GRANDE,G,1
17,03,1703,EMPRESA GRANDE,I,1
17,03,1703,EMPRESA GRANDE,K,1
17,03,1703,EMPRESA GRANDE,N,1
17,03,1703,MICROEMPRESA,A,23
17,03,1703,MICROEMPRESA,C,18
17,03,1703,MICROEMPRESA,D,2
17,03,1703,MICROEMPRESA,E,1
17,03,1703,MICROEMPRESA,G,311
17,03,1703,MICROEMPRESA,H,45
17,03,1703,MICROEMPRESA,I,311
17,03,1703,MICROEMPRESA,J,2
17,03,1703,MICROEMPRESA,K,5
17,03,1703,MICROEMPRESA,N,3
17,03,1703,MICROEMPRESA,Q,1
17,03,1703,MICROEMPRESA,R,40
17,03,1703,PEQUEÑA EMPRESA,C,1
17,03,1703,PEQUEÑA EMPRESA,G,9
17,03,1703,PEQUEÑA EMPRESA,H,1
17,03,1703,PEQUEÑA EMPRESA,I,8
17,03,1703,PEQUEÑA EMPRESA,R,5
17,04,1704,MEDIANA EMPRESA,G,2
17,04,1704,MICROEMPRESA,G,9
17,04,1704,PEQUEÑA EMPRESA,G,11
17,04,1704,PEQUEÑA EMPRESA,M,1
17,05,1705,EMPRESA GRANDE,G,4
17,05,1705,MEDIANA EMPRESA,G,2
17,05,1705,MICROEMPRESA,C,11
17,05,1705,MICROEMPRESA,F,1
17,05,1705,MICROEMPRESA,G,27
17,05,1705,MICROEMPRESA,H,14
17,05,1705,MICROEMPRESA,I,4
17,05,1705,MICROEMPRESA,J,4
17,05,1705,MICROEMPRESA,N,2
17,05,1705,MICROEMPRESA,R,1
17,05,1705,PEQUEÑA EMPRESA,F,1
17,05,1705,PEQUEÑA EMPRESA,G,6
17,05,1705,PEQUEÑA EMPRESA,H,2
17,05,1705,PEQUEÑA EMPRESA,I,2
17,06,1706,MEDIANA EMPRESA,G,2
17,06,1706,MEDIANA EMPRESA,H,1
17,06,1706,MICROEMPRESA,C,16
17,06,1706,MICROEMPRESA,D,1
17,06,1706,MICROEMPRESA,F,1
17,06,1706,MICROEMPRESA,G,109
17,06,1706,MICROEMPRESA,H,23
17,06,1706,MICROEMPRESA,I,96
17,06,1706,MICROEMPRESA,J,3
17,06,1706,MICROEMPRESA,K,2
17,06,1706,MICROEMPRESA,N,20
17,06,1706,MICROEMPRESA,Q,2
17,06,1706,MICROEMPRESA,R,10
17,06,1706,PEQUEÑA EMPRESA,C,6
17,06,1706,PEQUEÑA EMPRESA,G,28
17,06,1706,PEQUEÑA EMPRESA,H,18
17,06,1706,PEQUEÑA EMPRESA,I,7
17,06,1706,PEQUEÑA EMPRESA,K,1
17,06,1706,PEQUEÑA EMPRESA,M,1
17,06,1706,PEQUEÑA EMPRESA,N,8
17,06,1706,PEQUEÑA EMPRESA,Q,1
17,06,1706,PEQUEÑA EMPRESA,R,2
17,07,1707,EMPRESA GRANDE,F,1
17,07,1707,EMPRESA GRANDE,G,9
17,07,1707,EMPRESA GRANDE,Q,2
17,07,1707,MEDIANA EMPRESA,G,9
17,07,1707,MEDIANA EMPRESA,I,1
17,07,1707,MICROEMPRESA,G,11
17,07,1707,MICROEMPRESA,I,17
17,07,1707,PEQUEÑA EMPRESA,C,8
17,07,1707,PEQUEÑA EMPRESA,G,70
17,07,1707,PEQUEÑA EMPRESA,I,64
17,07,1707,PEQUEÑA EMPRESA,K,3
17,07,1707,PEQUEÑA EMPRESA,R,6
17,08,1708,MEDIANA EMPRESA,G,3
17,08,1708,MICROEMPRESA,F,1
17,08,1708,MICROEMPRESA,G,26
17,08,1708,MICROEMPRESA,I,17
17,08,1708,MICROEMPRESA,J,2
17,08,1708,MICROEMPRESA,N,1
17,08,1708,MICROEMPRESA,Q,2
17,08,1708,PEQUEÑA EMPRESA,G,5
17,08,1708,PEQUEÑA EMPRESA,Q,1
17,08,1708,PEQUEÑA EMPRESA,R,1
17,09,1709,MICROEMPRESA,C,8
17,09,1709,MICROEMPRESA,G,644
17,09,1709,MICROEMPRESA,I,195
17,09,1709,MICROEMPRESA,R,89
17,09,1709,NO ESPECIFICADO,A,28
17,09,1709,NO ESPECIFICADO,B,43
17,09,1709,NO ESPECIFICADO,C,92
17,09,1709,NO ESPECIFICADO,D,3
17,09,1709,NO ESPECIFICADO,E,14
17,09,1709,NO ESPECIFICADO,F,19
17,09,1709,NO ESPECIFICADO,G,791
17,09,1709,NO ESPECIFICADO,H,144
17,09,1709,NO ESPECIFICADO,I,152
17,09,1709,NO ESPECIFICADO,J,25
17,09,1709,NO ESPECIFICADO,K,61
17,09,1709,NO ESPECIFICADO,L,75
17,09,1709,NO ESPECIFICADO,M,58
17,09,1709,NO ESPECIFICADO,N,39
17,09,1709,NO ESPECIFICADO,O,9
17,09,1709,NO ESPECIFICADO,P,8
17,09,1709,NO ESPECIFICADO,Q,42
17,09,1709,NO ESPECIFICADO,R,39
17,09,1709,PEQUEÑA EMPRESA,R,12
18,01,1801,EMPRESA GRANDE,G,1
18,01,1801,MEDIANA EMPRESA,A,1
18,01,1801,MEDIANA EMPRESA,C,3
18,01,1801,MEDIANA EMPRESA,G,21
18,01,1801,MEDIANA EMPRESA,H,2
18,01,1801,MEDIANA EMPRESA,I,6
18,01,1801,MEDIANA EMPRESA,K,1
18,01,1801,MEDIANA EMPRESA,L,1
18,01,1801,MEDIANA EMPRESA,Q,1
18,01,1801,MICROEMPRESA,A,5
18,01,1801,MICROEMPRESA,C,87
18,01,1801,MICROEMPRESA,D,1
18,01,1801,MICROEMPRESA,E,2
18,01,1801,MICROEMPRESA,F,9
18,01,1801,MICROEMPRESA,G,1201
18,01,1801,MICROEMPRESA,H,79
18,01,1801,MICROEMPRESA,I,199
18,01,1801,MICROEMPRESA,J,14
18,01,1801,MICROEMPRESA,K,32
18,01,1801,MICROEMPRESA,L,9
18,01,1801,MICROEMPRESA,M,12
18,01,1801,MICROEMPRESA,N,25
18,01,1801,MICROEMPRESA,P,3
18,01,1801,MICROEMPRESA,Q,26
18,01,1801,MICROEMPRESA,R,69
18,01,1801,PEQUEÑA EMPRESA,A,1
18,01,1801,PEQUEÑA EMPRESA,C,20
18,01,1801,PEQUEÑA EMPRESA,D,1
18,01,1801,PEQUEÑA EMPRESA,F,1
18,01,1801,PEQUEÑA EMPRESA,G,166
18,01,1801,PEQUEÑA EMPRESA,H,7
18,01,1801,PEQUEÑA EMPRESA,I,39
18,01,1801,PEQUEÑA EMPRESA,K,5
18,01,1801,PEQUEÑA EMPRESA,L,3
18,01,1801,PEQUEÑA EMPRESA,N,8
18,01,1801,PEQUEÑA EMPRESA,Q,2
18,01,1801,PEQUEÑA EMPRESA,R,16
18,02,1802,MEDIANA EMPRESA,J,1
18,02,1802,MICROEMPRESA,C,4
18,02,1802,MICROEMPRESA,G,67
18,02,1802,MICROEMPRESA,H,5
18,02,1802,MICROEMPRESA,I,31
18,02,1802,MICROEMPRESA,J,1
18,02,1802,MICROEMPRESA,N,3
18,02,1802,MICROEMPRESA,R,2
18,02,1802,PEQUEÑA EMPRESA,D,1
18,02,1802,PEQUEÑA EMPRESA,G,2
18,02,1802,PEQUEÑA EMPRESA,I,2
18,02,1802,PEQUEÑA EMPRESA,J,2
18,03,1803,EMPRESA GRANDE,A,2
18,03,1803,EMPRESA GRANDE,G,1
18,03,1803,MEDIANA EMPRESA,A,5
18,03,1803,MEDIANA EMPRESA,G,2
18,03,1803,MEDIANA EMPRESA,K,1
18,03,1803,MICROEMPRESA,A,90
18,03,1803,MICROEMPRESA,C,34
18,03,1803,MICROEMPRESA,F,1
18,03,1803,MICROEMPRESA,G,552
18,03,1803,MICROEMPRESA,H,9
18,03,1803,MICROEMPRESA,I,108
18,03,1803,MICROEMPRESA,K,9
18,03,1803,MICROEMPRESA,L,2
18,03,1803,MICROEMPRESA,M,4
18,03,1803,MICROEMPRESA,N,4
18,03,1803,MICROEMPRESA,P,3
18,03,1803,MICROEMPRESA,Q,7
18,03,1803,MICROEMPRESA,R,39
18,03,1803,PEQUEÑA EMPRESA,A,26
18,03,1803,PEQUEÑA EMPRESA,C,9
18,03,1803,PEQUEÑA EMPRESA,G,76
18,03,1803,PEQUEÑA EMPRESA,H,1
18,03,1803,PEQUEÑA EMPRESA,I,31
18,03,1803,PEQUEÑA EMPRESA,K,2
18,03,1803,PEQUEÑA EMPRESA,Q,1
18,03,1803,PEQUEÑA EMPRESA,R,6
18,04,1804,EMPRESA GRANDE,C,2
18,04,1804,EMPRESA GRANDE,F,4
18,04,1804,EMPRESA GRANDE,G,22
18,04,1804,EMPRESA GRANDE,H,1
18,04,1804,EMPRESA GRANDE,I,3
18,04,1804,EMPRESA GRANDE,J,1
18,04,1804,EMPRESA GRANDE,K,7
18,04,1804,EMPRESA GRANDE,L,1
18,04,1804,EMPRESA GRANDE,M,6
18,04,1804,EMPRESA GRANDE,N,1
18,04,1804,EMPRESA GRANDE,Q,3
18,04,1804,MEDIANA EMPRESA,A,2
18,04,1804,MEDIANA EMPRESA,C,9
18,04,1804,MEDIANA EMPRESA,G,74
18,04,1804,MEDIANA EMPRESA,H,7
18,04,1804,MEDIANA EMPRESA,I,26
18,04,1804,MEDIANA EMPRESA,J,1
18,04,1804,MEDIANA EMPRESA,K,15
18,04,1804,MEDIANA EMPRESA,L,3
18,04,1804,MEDIANA EMPRESA,M,21
18,04,1804,MEDIANA EMPRESA,N,4
18,04,1804,MEDIANA EMPRESA,P,2
18,04,1804,MEDIANA EMPRESA,Q,6
18,04,1804,MEDIANA EMPRESA,R,8
18,04,1804,MICROEMPRESA,A,16
18,04,1804,MICROEMPRESA,C,58
18,04,1804,MICROEMPRESA,D,1
18,04,1804,MICROEMPRESA,F,6
18,04,1804,MICROEMPRESA,G,854
18,04,1804,MICROEMPRESA,H,24
18,04,1804,MICROEMPRESA,I,217
18,04,1804,MICROEMPRESA,J,7
18,04,1804,MICROEMPRESA,K,39
18,04,1804,MICROEMPRESA,L,17
18,04,1804,MICROEMPRESA,M,35
18,04,1804,MICROEMPRESA,N,11
18,04,1804,MICROEMPRESA,P,6
18,04,1804,MICROEMPRESA,Q,33
18,04,1804,MICROEMPRESA,R,72
18,04,1804,PEQUEÑA EMPRESA,A,27
18,04,1804,PEQUEÑA EMPRESA,C,90
18,04,1804,PEQUEÑA EMPRESA,D,1
18,04,1804,PEQUEÑA EMPRESA,F,14
18,04,1804,PEQUEÑA EMPRESA,G,1149
18,04,1804,PEQUEÑA EMPRESA,H,29
18,04,1804,PEQUEÑA EMPRESA,I,250
18,04,1804,PEQUEÑA EMPRESA,J,11
18,04,1804,PEQUEÑA EMPRESA,K,40
18,04,1804,PEQUEÑA EMPRESA,L,32
18,04,1804,PEQUEÑA EMPRESA,M,51
18,04,1804,PEQUEÑA EMPRESA,N,20
18,04,1804,PEQUEÑA EMPRESA,P,32
18,04,1804,PEQUEÑA EMPRESA,Q,45
18,04,1804,PEQUEÑA EMPRESA,R,90
18,05,1805,MICROEMPRESA,C,5
18,05,1805,MICROEMPRESA,G,91
18,05,1805,MICROEMPRESA,H,2
18,05,1805,MICROEMPRESA,I,25
18,05,1805,MICROEMPRESA,J,6
18,05,1805,MICROEMPRESA,K,11
18,05,1805,MICROEMPRESA,N,2
18,05,1805,MICROEMPRESA,Q,1
18,05,1805,MICROEMPRESA,R,4
18,05,1805,PEQUEÑA EMPRESA,C,1
18,05,1805,PEQUEÑA EMPRESA,G,10
18,05,1805,PEQUEÑA EMPRESA,I,1
18,05,1805,PEQUEÑA EMPRESA,K,1
18,05,1805,PEQUEÑA EMPRESA,R,2
18,06,1806,MEDIANA EMPRESA,G,10
18,06,1806,MEDIANA EMPRESA,H,1
18,06,1806,MEDIANA EMPRESA,I,6
18,06,1806,MEDIANA EMPRESA,K,1
18,06,1806,MEDIANA EMPRESA,M,3
18,06,1806,MEDIANA EMPRESA,N,1
18,06,1806,MICROEMPRESA,C,105
18,06,1806,MICROEMPRESA,E,2
18,06,1806,MICROEMPRESA,F,4
18,06,1806,MICROEMPRESA,G,700
18,06,1806,MICROEMPRESA,H,140
18,06,1806,MICROEMPRESA,I,153
18,06,1806,MICROEMPRESA,J,10
18,06,1806,MICROEMPRESA,K,38
18,06,1806,MICROEMPRESA,L,76
18,06,1806,MICROEMPRESA,M,27
18,06,1806,MICROEMPRESA,N,19
18,06,1806,MICROEMPRESA,P,6
18,06,1806,MICROEMPRESA,Q,27
18,06,1806,MICROEMPRESA,R,46
18,06,1806,PEQUEÑA EMPRESA,A,1
18,06,1806,PEQUEÑA EMPRESA,C,20
18,06,1806,PEQUEÑA EMPRESA,F,1
18,06,1806,PEQUEÑA EMPRESA,G,116
18,06,1806,PEQUEÑA EMPRESA,H,2
18,06,1806,PEQUEÑA EMPRESA,I,30
18,06,1806,PEQUEÑA EMPRESA,K,4
18,06,1806,PEQUEÑA EMPRESA,L,7
18,06,1806,PEQUEÑA EMPRESA,M,6
18,06,1806,PEQUEÑA EMPRESA,Q,1
18,06,1806,PEQUEÑA EMPRESA,R,6
18,07,1807,EMPRESA GRANDE,G,2
18,07,1807,EMPRESA GRANDE,H,1
18,07,1807,EMPRESA GRANDE,M,3
18,07,1807,MEDIANA EMPRESA,C,2
18,07,1807,MEDIANA EMPRESA,G,17
18,07,1807,MEDIANA EMPRESA,H,1
18,07,1807,MEDIANA EMPRESA,I,4
18,07,1807,MEDIANA EMPRESA,J,1
18,07,1807,MEDIANA EMPRESA,M,4
18,07,1807,MEDIANA EMPRESA,P,1
18,07,1807,MICROEMPRESA,A,43
18,07,1807,MICROEMPRESA,C,133
18,07,1807,MICROEMPRESA,D,1
18,07,1807,MICROEMPRESA,E,2
18,07,1807,MICROEMPRESA,F,15
18,07,1807,MICROEMPRESA,G,1865
18,07,1807,MICROEMPRESA,H,30
18,07,1807,MICROEMPRESA,I,537
18,07,1807,MICROEMPRESA,J,40
18,07,1807,MICROEMPRESA,K,38
18,07,1807,MICROEMPRESA,L,8
18,07,1807,MICROEMPRESA,M,37
18,07,1807,MICROEMPRESA,N,19
18,07,1807,MICROEMPRESA,P,8
18,07,1807,MICROEMPRESA,Q,58
18,07,1807,MICROEMPRESA,R,138
18,07,1807,PEQUEÑA EMPRESA,A,5
18,07,1807,PEQUEÑA EMPRESA,C,15
18,07,1807,PEQUEÑA EMPRESA,F,4
18,07,1807,PEQUEÑA EMPRESA,G,233
18,07,1807,PEQUEÑA EMPRESA,H,4
18,07,1807,PEQUEÑA EMPRESA,I,71
18,07,1807,PEQUEÑA EMPRESA,J,2
18,07,1807,PEQUEÑA EMPRESA,K,3
18,07,1807,PEQUEÑA EMPRESA,L,1
18,07,1807,PEQUEÑA EMPRESA,M,9
18,07,1807,PEQUEÑA EMPRESA,N,2
18,07,1807,PEQUEÑA EMPRESA,P,4
18,07,1807,PEQUEÑA EMPRESA,Q,12
18,07,1807,PEQUEÑA EMPRESA,R,15
18,08,1808,MICROEMPRESA,A,6
18,08,1808,MICROEMPRESA,C,11
18,08,1808,MICROEMPRESA,G,127
18,08,1808,MICROEMPRESA,H,2
18,08,1808,MICROEMPRESA,I,48
18,08,1808,MICROEMPRESA,J,3
18,08,1808,MICROEMPRESA,L,14
18,08,1808,MICROEMPRESA,M,2
18,08,1808,MICROEMPRESA,N,3
18,08,1808,MICROEMPRESA,Q,1
18,08,1808,MICROEMPRESA,R,20
18,08,1808,PEQUEÑA EMPRESA,I,1
18,09,1809,EMPRESA GRANDE,H,1
18,09,1809,MEDIANA EMPRESA,C,1
18,09,1809,MEDIANA EMPRESA,G,1
18,09,1809,MICROEMPRESA,A,2
18,09,1809,MICROEMPRESA,C,35
18,09,1809,MICROEMPRESA,G,261
18,09,1809,MICROEMPRESA,H,104
18,09,1809,MICROEMPRESA,I,118
18,09,1809,MICROEMPRESA,J,4
18,09,1809,MICROEMPRESA,K,11
18,09,1809,MICROEMPRESA,M,1
18,09,1809,MICROEMPRESA,N,1
18,09,1809,MICROEMPRESA,P,1
18,09,1809,MICROEMPRESA,Q,5
18,09,1809,MICROEMPRESA,R,12
18,09,1809,PEQUEÑA EMPRESA,C,5
18,09,1809,PEQUEÑA EMPRESA,G,18
18,09,1809,PEQUEÑA EMPRESA,H,7
18,09,1809,PEQUEÑA EMPRESA,I,8
18,09,1809,PEQUEÑA EMPRESA,Q,1
18,10,1810,MEDIANA EMPRESA,G,1
18,10,1810,MICROEMPRESA,A,3
18,10,1810,MICROEMPRESA,C,34
18,10,1810,MICROEMPRESA,D,2
18,10,1810,MICROEMPRESA,G,546
18,10,1810,MICROEMPRESA,H,163
18,10,1810,MICROEMPRESA,I,87
18,10,1810,MICROEMPRESA,J,4
18,10,1810,MICROEMPRESA,K,6
18,10,1810,MICROEMPRESA,N,7
18,10,1810,MICROEMPRESA,P,2
18,10,1810,MICROEMPRESA,Q,13
18,10,1810,MICROEMPRESA,R,28
18,10,1810,PEQUEÑA EMPRESA,A,1
18,10,1810,PEQUEÑA EMPRESA,C,4
18,10,1810,PEQUEÑA EMPRESA,G,52
18,10,1810,PEQUEÑA EMPRESA,H,8
18,10,1810,PEQUEÑA EMPRESA,I,9
18,10,1810,PEQUEÑA EMPRESA,K,1
18,10,1810,PEQUEÑA EMPRESA,M,1
18,10,1810,PEQUEÑA EMPRESA,Q,2
18,10,1810,PEQUEÑA EMPRESA,R,3
18,11,1811,MEDIANA EMPRESA,G,1
18,11,1811,MICROEMPRESA,A,2
18,11,1811,MICROEMPRESA,C,34
18,11,1811,MICROEMPRESA,G,222
18,11,1811,MICROEMPRESA,H,7
18,11,1811,MICROEMPRESA,I,44
18,11,1811,MICROEMPRESA,J,2
18,11,1811,MICROEMPRESA,K,3
18,11,1811,MICROEMPRESA,L,1
18,11,1811,MICROEMPRESA,N,8
18,11,1811,MICROEMPRESA,Q,5
18,11,1811,MICROEMPRESA,R,15
18,11,1811,PEQUEÑA EMPRESA,C,3
18,11,1811,PEQUEÑA EMPRESA,G,52
18,11,1811,PEQUEÑA EMPRESA,H,2
18,11,1811,PEQUEÑA EMPRESA,I,13
18,11,1811,PEQUEÑA EMPRESA,J,1
18,11,1811,PEQUEÑA EMPRESA,K,1
18,11,1811,PEQUEÑA EMPRESA,N,2
18,11,1811,PEQUEÑA EMPRESA,Q,1
18,11,1811,PEQUEÑA EMPRESA,R,1
