codDepto,codMun,codDeptoMun,Size,Activity,N
01,01,0101,MICROEMPRESA,C,1
01,01,0101,MICROEMPRESA,G,272
01,01,0101,MICROEMPRESA,I,48
01,01,0101,MICROEMPRESA,N,1
01,01,0101,MICROEMPRESA,R,54
01,01,0101,NO ESPECIFICADO,A,4
01,01,0101,NO ESPECIFICADO,B,1
01,01,0101,NO ESPECIFICADO,C,30
01,01,0101,NO ESPECIFICADO,D,1
01,01,0101,NO ESPECIFICADO,E,2
01,01,0101,NO ESPECIFICADO,F,11
01,01,0101,NO ESPECIFICADO,G,1265
01,01,0101,NO ESPECIFICADO,H,19
01,01,0101,NO ESPECIFICADO,I,174
01,01,0101,NO ESPECIFICADO,J,18
01,01,0101,NO ESPECIFICADO,K,51
01,01,0101,NO ESPECIFICADO,L,24
01,01,0101,NO ESPECIFICADO,M,8
01,01,0101,NO ESPECIFICADO,N,34
01,01,0101,NO ESPECIFICADO,O,3
01,01,0101,NO ESPECIFICADO,P,25
01,01,0101,NO ESPECIFICADO,Q,56
01,01,0101,NO ESPECIFICADO,R,52
01,01,0101,PEQUEÑA EMPRESA,R,4
01,02,0102,EMPRESA GRANDE,A,1
01,02,0102,EMPRESA GRANDE,C,1
01,02,0102,EMPRESA GRANDE,G,2
01,02,0102,MEDIANA EMPRESA,A,3
01,02,0102,MEDIANA EMPRESA,C,4
01,02,0102,MEDIANA EMPRESA,G,2
01,02,0102,MEDIANA EMPRESA,M,1
01,02,0102,MEDIANA EMPRESA,N,11
01,02,0102,MICROEMPRESA,A,7
01,02,0102,MICROEMPRESA,C,33
01,02,0102,MICROEMPRESA,F,10
01,02,0102,MICROEMPRESA,G,453
01,02,0102,MICROEMPRESA,I,116
01,02,0102,MICROEMPRESA,J,10
01,02,0102,MICROEMPRESA,K,2
01,02,0102,MICROEMPRESA,L,10
01,02,0102,MICROEMPRESA,M,8
01,02,0102,MICROEMPRESA,N,42
01,02,0102,MICROEMPRESA,P,3
01,02,0102,MICROEMPRESA,Q,5
01,02,0102,MICROEMPRESA,R,38
01,02,0102,PEQUEÑA EMPRESA,A,6
01,02,0102,PEQUEÑA EMPRESA,C,9
01,02,0102,PEQUEÑA EMPRESA,F,3
01,02,0102,PEQUEÑA EMPRESA,G,52
01,02,0102,PEQUEÑA EMPRESA,I,3
01,02,0102,PEQUEÑA EMPRESA,J,3
01,02,0102,PEQUEÑA EMPRESA,K,1
01,02,0102,PEQUEÑA EMPRESA,L,2
01,02,0102,PEQUEÑA EMPRESA,M,1
01,02,0102,PEQUEÑA EMPRESA,N,11
01,02,0102,PEQUEÑA EMPRESA,Q,2
01,02,0102,PEQUEÑA EMPRESA,R,2
01,03,0103,MEDIANA EMPRESA,D,1
01,03,0103,MICROEMPRESA,A,156
01,03,0103,MICROEMPRESA,C,55
01,03,0103,MICROEMPRESA,D,3
01,03,0103,MICROEMPRESA,F,4
01,03,0103,MICROEMPRESA,G,158
01,03,0103,MICROEMPRESA,H,32
01,03,0103,MICROEMPRESA,I,200
01,03,0103,MICROEMPRESA,J,10
01,03,0103,MICROEMPRESA,K,2
01,03,0103,MICROEMPRESA,N,31
01,03,0103,MICROEMPRESA,Q,8
01,03,0103,MICROEMPRESA,R,36
01,03,0103,PEQUEÑA EMPRESA,K,6
01,04,0104,MICROEMPRESA,F,1
01,04,0104,MICROEMPRESA,G,80
01,04,0104,MICROEMPRESA,I,19
01,04,0104,MICROEMPRESA,R,5
01,04,0104,NO ESPECIFICADO,C,4
01,04,0104,NO ESPECIFICADO,F,1
01,04,0104,NO ESPECIFICADO,G,154
01,04,0104,NO ESPECIFICADO,H,6
01,04,0104,NO ESPECIFICADO,I,24
01,04,0104,NO ESPECIFICADO,N,1
01,04,0104,NO ESPECIFICADO,P,1
01,04,0104,NO ESPECIFICADO,Q,9
01,04,0104,NO ESPECIFICADO,R,6
01,04,0104,PEQUEÑA EMPRESA,I,1
01,05,0105,MICROEMPRESA,C,2
01,05,0105,MICROEMPRESA,G,170
01,05,0105,MICROEMPRESA,I,9
01,05,0105,MICROEMPRESA,R,19
01,05,0105,NO ESPECIFICADO,A,2
01,05,0105,NO ESPECIFICADO,C,29
01,05,0105,NO ESPECIFICADO,F,5
01,05,0105,NO ESPECIFICADO,G,437
01,05,0105,NO ESPECIFICADO,H,15
01,05,0105,NO ESPECIFICADO,I,77
01,05,0105,NO ESPECIFICADO,J,8
01,05,0105,NO ESPECIFICADO,K,14
01,05,0105,NO ESPECIFICADO,L,1
01,05,0105,NO ESPECIFICADO,M,3
01,05,0105,NO ESPECIFICADO,N,1
01,05,0105,NO ESPECIFICADO,P,2
01,05,0105,NO ESPECIFICADO,Q,18
01,05,0105,NO ESPECIFICADO,R,13
01,05,0105,PEQUEÑA EMPRESA,R,1
01,06,0106,MEDIANA EMPRESA,A,5
01,06,0106,MEDIANA EMPRESA,G,4
01,06,0106,MICROEMPRESA,A,40
01,06,0106,MICROEMPRESA,C,21
01,06,0106,MICROEMPRESA,F,9
01,06,0106,MICROEMPRESA,G,249
01,06,0106,MICROEMPRESA,H,15
01,06,0106,MICROEMPRESA,I,61
01,06,0106,MICROEMPRESA,J,2
01,06,0106,MICROEMPRESA,K,5
01,06,0106,MICROEMPRESA,L,2
01,06,0106,MICROEMPRESA,N,20
01,06,0106,MICROEMPRESA,P,1
01,06,0106,MICROEMPRESA,Q,9
01,06,0106,MICROEMPRESA,R,23
01,06,0106,PEQUEÑA EMPRESA,A,20
01,06,0106,PEQUEÑA EMPRESA,C,8
01,06,0106,PEQUEÑA EMPRESA,G,49
01,06,0106,PEQUEÑA EMPRESA,I,10
01,06,0106,PEQUEÑA EMPRESA,J,2
01,06,0106,PEQUEÑA EMPRESA,L,1
01,06,0106,PEQUEÑA EMPRESA,N,1
01,06,0106,PEQUEÑA EMPRESA,Q,1
01,06,0106,PEQUEÑA EMPRESA,R,4
01,07,0107,EMPRESA GRANDE,A,3
01,07,0107,EMPRESA GRANDE,C,1
01,07,0107,EMPRESA GRANDE,D,1
01,07,0107,EMPRESA GRANDE,G,20
01,07,0107,EMPRESA GRANDE,I,2
01,07,0107,EMPRESA GRANDE,J,1
01,07,0107,EMPRESA GRANDE,K,3
01,07,0107,EMPRESA GRANDE,R,1
01,07,0107,EMPRESA GRANDE ,G,5
01,07,0107,MEDIANA EMPRESA,A,1
01,07,0107,MEDIANA EMPRESA,C,2
01,07,0107,MEDIANA EMPRESA,G,29
01,07,0107,MEDIANA EMPRESA,H,1
01,07,0107,MEDIANA EMPRESA,I,4
01,07,0107,MEDIANA EMPRESA,K,7
01,07,0107,MEDIANA EMPRESA,L,3
01,07,0107,MEDIANA EMPRESA,M,1
01,07,0107,MEDIANA EMPRESA,Q,3
01,07,0107,MEDIANA EMPRESA ,G,11
01,07,0107,MEDIANA EMPRESA ,I,6
01,07,0107,MEDIANA EMPRESA ,P,1
01,07,0107,MICROEMPRESA,A,7
01,07,0107,MICROEMPRESA,C,52
01,07,0107,MICROEMPRESA,D,1
01,07,0107,MICROEMPRESA,F,3
01,07,0107,MICROEMPRESA,G,501
01,07,0107,MICROEMPRESA,H,20
01,07,0107,MICROEMPRESA,I,168
01,07,0107,MICROEMPRESA,J,7
01,07,0107,MICROEMPRESA,K,15
01,07,0107,MICROEMPRESA,L,3
01,07,0107,MICROEMPRESA,M,12
01,07,0107,MICROEMPRESA,N,11
01,07,0107,MICROEMPRESA,P,5
01,07,0107,MICROEMPRESA,Q,49
01,07,0107,MICROEMPRESA,R,60
01,07,0107,MICROEMPRESA ,A,11
01,07,0107,MICROEMPRESA ,C,27
01,07,0107,MICROEMPRESA ,F,6
01,07,0107,MICROEMPRESA ,G,326
01,07,0107,MICROEMPRESA ,H,6
01,07,0107,MICROEMPRESA ,I,136
01,07,0107,MICROEMPRESA ,J,1
01,07,0107,MICROEMPRESA ,K,16
01,07,0107,MICROEMPRESA ,L,3
01,07,0107,MICROEMPRESA ,M,6
01,07,0107,MICROEMPRESA ,N,4
01,07,0107,MICROEMPRESA ,P,2
01,07,0107,MICROEMPRESA ,Q,18
01,07,0107,MICROEMPRESA ,R,44
01,07,0107,NO ESPECIFICADO ,G,1
01,07,0107,NO ESPECIFICADO ,I,1
01,07,0107,PEQUEÑA EMPRESA,A,10
01,07,0107,PEQUEÑA EMPRESA,C,9
01,07,0107,PEQUEÑA EMPRESA,F,2
01,07,0107,PEQUEÑA EMPRESA,G,78
01,07,0107,PEQUEÑA EMPRESA,H,4
01,07,0107,PEQUEÑA EMPRESA,I,28
01,07,0107,PEQUEÑA EMPRESA,J,2
01,07,0107,PEQUEÑA EMPRESA,K,8
01,07,0107,PEQUEÑA EMPRESA,L,2
01,07,0107,PEQUEÑA EMPRESA,M,2
01,07,0107,PEQUEÑA EMPRESA,N,1
01,07,0107,PEQUEÑA EMPRESA,P,2
01,07,0107,PEQUEÑA EMPRESA,Q,10
01,07,0107,PEQUEÑA EMPRESA,R,2
01,07,0107,PEQUEÑA EMPRESA ,A,3
01,07,0107,PEQUEÑA EMPRESA ,C,7
01,07,0107,PEQUEÑA EMPRESA ,F,1
01,07,0107,PEQUEÑA EMPRESA ,G,44
01,07,0107,PEQUEÑA EMPRESA ,H,6
01,07,0107,PEQUEÑA EMPRESA ,I,19
01,07,0107,PEQUEÑA EMPRESA ,K,1
01,07,0107,PEQUEÑA EMPRESA ,L,1
01,07,0107,PEQUEÑA EMPRESA ,M,1
01,07,0107,PEQUEÑA EMPRESA ,N,4
01,07,0107,PEQUEÑA EMPRESA ,P,3
01,07,0107,PEQUEÑA EMPRESA ,Q,8
01,07,0107,PEQUEÑA EMPRESA ,R,3
01,08,0108,MICROEMPRESA,A,1
01,08,0108,MICROEMPRESA,C,2
01,08,0108,MICROEMPRESA,G,79
01,08,0108,MICROEMPRESA,I,180
01,08,0108,MICROEMPRESA,J,3
01,08,0108,MICROEMPRESA,N,7
01,08,0108,MICROEMPRESA,Q,1
01,08,0108,MICROEMPRESA,R,2
01,08,0108,PEQUEÑA EMPRESA,A,17
01,08,0108,PEQUEÑA EMPRESA,G,2
01,08,0108,PEQUEÑA EMPRESA,H,11
01,08,0108,PEQUEÑA EMPRESA,M,1
02,01,0201,EMPRESA GRANDE,A,2
02,01,0201,EMPRESA GRANDE,C,1
02,01,0201,EMPRESA GRANDE,D,1
02,01,0201,EMPRESA GRANDE,G,8
02,01,0201,MICROEMPRESA,A,7
02,01,0201,MICROEMPRESA,C,19
02,01,0201,MICROEMPRESA,D,1
02,01,0201,MICROEMPRESA,G,435
02,01,0201,MICROEMPRESA,H,6
02,01,0201,MICROEMPRESA,I,89
02,01,0201,MICROEMPRESA,K,5
02,01,0201,MICROEMPRESA,M,4
02,01,0201,MICROEMPRESA,N,12
02,01,0201,MICROEMPRESA,O,1
02,01,0201,MICROEMPRESA,P,1
02,01,0201,MICROEMPRESA,Q,14
02,01,0201,MICROEMPRESA,R,33
02,01,0201,PEQUEÑA EMPRESA,A,5
02,01,0201,PEQUEÑA EMPRESA,C,16
02,01,0201,PEQUEÑA EMPRESA,G,242
02,01,0201,PEQUEÑA EMPRESA,H,18
02,01,0201,PEQUEÑA EMPRESA,I,263
02,01,0201,PEQUEÑA EMPRESA,J,7
02,01,0201,PEQUEÑA EMPRESA,K,16
02,01,0201,PEQUEÑA EMPRESA,L,11
02,01,0201,PEQUEÑA EMPRESA,M,3
02,01,0201,PEQUEÑA EMPRESA,N,1
02,01,0201,PEQUEÑA EMPRESA,O,1
02,01,0201,PEQUEÑA EMPRESA,P,7
02,01,0201,PEQUEÑA EMPRESA,Q,11
02,01,0201,PEQUEÑA EMPRESA,R,10
02,02,0202,EMPRESA GRANDE,D,1
02,02,0202,MICROEMPRESA,C,17
02,02,0202,MICROEMPRESA,G,244
02,02,0202,MICROEMPRESA,H,20
02,02,0202,MICROEMPRESA,I,91
02,02,0202,MICROEMPRESA,J,5
02,02,0202,MICROEMPRESA,K,8
02,02,0202,MICROEMPRESA,M,2
02,02,0202,MICROEMPRESA,N,1
02,02,0202,MICROEMPRESA,Q,3
02,02,0202,MICROEMPRESA,R,7
02,02,0202,PEQUEÑA EMPRESA,C,3
02,02,0202,PEQUEÑA EMPRESA,D,1
02,02,0202,PEQUEÑA EMPRESA,G,26
02,02,0202,PEQUEÑA EMPRESA,I,3
02,02,0202,PEQUEÑA EMPRESA,J,1
02,02,0202,PEQUEÑA EMPRESA,R,14
02,03,0203,EMPRESA GRANDE,G,1
02,03,0203,MICROEMPRESA,A,10
02,03,0203,MICROEMPRESA,C,31
02,03,0203,MICROEMPRESA,G,309
02,03,0203,MICROEMPRESA,H,7
02,03,0203,MICROEMPRESA,I,75
02,03,0203,MICROEMPRESA,J,2
02,03,0203,MICROEMPRESA,K,5
02,03,0203,MICROEMPRESA,N,9
02,03,0203,MICROEMPRESA,R,11
02,03,0203,PEQUEÑA EMPRESA,C,5
02,03,0203,PEQUEÑA EMPRESA,F,1
02,03,0203,PEQUEÑA EMPRESA,G,58
02,03,0203,PEQUEÑA EMPRESA,H,2
02,03,0203,PEQUEÑA EMPRESA,I,19
02,03,0203,PEQUEÑA EMPRESA,Q,3
02,03,0203,PEQUEÑA EMPRESA,R,3
02,04,0204,MICROEMPRESA,A,2
02,04,0204,MICROEMPRESA,C,11
02,04,0204,MICROEMPRESA,D,1
02,04,0204,MICROEMPRESA,G,235
02,04,0204,MICROEMPRESA,I,59
02,04,0204,MICROEMPRESA,J,2
02,04,0204,MICROEMPRESA,K,1
02,04,0204,MICROEMPRESA,N,2
02,04,0204,MICROEMPRESA,Q,3
02,04,0204,MICROEMPRESA,R,7
02,04,0204,PEQUEÑA EMPRESA,C,8
02,04,0204,PEQUEÑA EMPRESA,G,13
02,04,0204,PEQUEÑA EMPRESA,I,2
02,04,0204,PEQUEÑA EMPRESA,J,2
02,04,0204,PEQUEÑA EMPRESA,R,1
02,05,0205,EMPRESA GRANDE,G,8
02,05,0205,EMPRESA GRANDE,I,3
02,05,0205,MEDIANA EMPRESA,A,1
02,05,0205,MEDIANA EMPRESA,C,1
02,05,0205,MEDIANA EMPRESA,E,1
02,05,0205,MEDIANA EMPRESA,F,1
02,05,0205,MEDIANA EMPRESA,G,23
02,05,0205,MEDIANA EMPRESA,H,1
02,05,0205,MEDIANA EMPRESA,K,5
02,05,0205,MICROEMPRESA,A,2
02,05,0205,MICROEMPRESA,C,13
02,05,0205,MICROEMPRESA,E,1
02,05,0205,MICROEMPRESA,G,124
02,05,0205,MICROEMPRESA,H,1
02,05,0205,MICROEMPRESA,I,43
02,05,0205,MICROEMPRESA,J,2
02,05,0205,MICROEMPRESA,K,4
02,05,0205,MICROEMPRESA,L,4
02,05,0205,MICROEMPRESA,M,1
02,05,0205,MICROEMPRESA,N,2
02,05,0205,MICROEMPRESA,P,1
02,05,0205,MICROEMPRESA,Q,3
02,05,0205,MICROEMPRESA,R,4
02,05,0205,PEQUEÑA EMPRESA,A,1
02,05,0205,PEQUEÑA EMPRESA,C,2
02,05,0205,PEQUEÑA EMPRESA,F,2
02,05,0205,PEQUEÑA EMPRESA,G,61
02,05,0205,PEQUEÑA EMPRESA,H,3
02,05,0205,PEQUEÑA EMPRESA,I,14
02,05,0205,PEQUEÑA EMPRESA,J,1
02,05,0205,PEQUEÑA EMPRESA,K,5
02,05,0205,PEQUEÑA EMPRESA,L,2
02,05,0205,PEQUEÑA EMPRESA,P,1
02,05,0205,PEQUEÑA EMPRESA,Q,1
02,05,0205,PEQUEÑA EMPRESA,R,1
02,06,0206,EMPRESA GRANDE,C,1
02,06,0206,EMPRESA GRANDE,G,1
02,06,0206,EMPRESA GRANDE,I,1
02,06,0206,MICROEMPRESA,C,2
02,06,0206,MICROEMPRESA,G,40
02,06,0206,MICROEMPRESA,H,2
02,06,0206,MICROEMPRESA,I,21
02,06,0206,MICROEMPRESA,Q,1
02,06,0206,MICROEMPRESA,R,2
02,06,0206,PEQUEÑA EMPRESA,G,2
02,07,0207,MICROEMPRESA,A,22
02,07,0207,MICROEMPRESA,C,1
02,07,0207,MICROEMPRESA,G,105
02,07,0207,MICROEMPRESA,H,2
02,07,0207,MICROEMPRESA,I,29
02,07,0207,MICROEMPRESA,J,2
02,07,0207,MICROEMPRESA,R,3
02,07,0207,PEQUEÑA EMPRESA,A,19
02,07,0207,PEQUEÑA EMPRESA,C,3
02,07,0207,PEQUEÑA EMPRESA,G,13
02,07,0207,PEQUEÑA EMPRESA,H,1
02,07,0207,PEQUEÑA EMPRESA,I,5
02,07,0207,PEQUEÑA EMPRESA,J,1
02,08,0208,EMPRESA GRANDE,A,1
02,08,0208,EMPRESA GRANDE,D,1
02,08,0208,EMPRESA GRANDE,G,5
02,08,0208,MICROEMPRESA,A,21
02,08,0208,MICROEMPRESA,C,51
02,08,0208,MICROEMPRESA,G,730
02,08,0208,MICROEMPRESA,H,8
02,08,0208,MICROEMPRESA,I,169
02,08,0208,MICROEMPRESA,J,12
02,08,0208,MICROEMPRESA,K,18
02,08,0208,MICROEMPRESA,L,7
02,08,0208,MICROEMPRESA,M,3
02,08,0208,MICROEMPRESA,N,13
02,08,0208,MICROEMPRESA,P,4
02,08,0208,MICROEMPRESA,Q,17
02,08,0208,MICROEMPRESA,R,60
02,08,0208,PEQUEÑA EMPRESA,A,7
02,08,0208,PEQUEÑA EMPRESA,C,8
02,08,0208,PEQUEÑA EMPRESA,F,1
02,08,0208,PEQUEÑA EMPRESA,G,137
02,08,0208,PEQUEÑA EMPRESA,H,2
02,08,0208,PEQUEÑA EMPRESA,I,73
02,08,0208,PEQUEÑA EMPRESA,J,7
02,08,0208,PEQUEÑA EMPRESA,K,19
02,08,0208,PEQUEÑA EMPRESA,L,9
02,08,0208,PEQUEÑA EMPRESA,M,3
02,08,0208,PEQUEÑA EMPRESA,P,2
02,08,0208,PEQUEÑA EMPRESA,Q,19
02,08,0208,PEQUEÑA EMPRESA,R,18
02,09,0209,MICROEMPRESA,A,32
02,09,0209,MICROEMPRESA,C,142
02,09,0209,MICROEMPRESA,D,4
02,09,0209,MICROEMPRESA,F,58
02,09,0209,MICROEMPRESA,G,3482
02,09,0209,MICROEMPRESA,H,62
02,09,0209,MICROEMPRESA,I,559
02,09,0209,MICROEMPRESA,J,23
02,09,0209,MICROEMPRESA,K,71
02,09,0209,MICROEMPRESA,L,67
02,09,0209,MICROEMPRESA,M,12
02,09,0209,MICROEMPRESA,N,17
02,09,0209,MICROEMPRESA,P,17
02,09,0209,MICROEMPRESA,Q,109
02,09,0209,MICROEMPRESA,R,271
02,09,0209,PEQUEÑA EMPRESA,G,13
02,09,0209,PEQUEÑA EMPRESA,H,1
02,09,0209,PEQUEÑA EMPRESA,K,30
02,10,0210,EMPRESA GRANDE,A,2
02,10,0210,EMPRESA GRANDE,D,1
02,10,0210,EMPRESA GRANDE,G,5
02,10,0210,EMPRESA GRANDE,K,1
02,10,0210,MICROEMPRESA,A,28
02,10,0210,MICROEMPRESA,C,34
02,10,0210,MICROEMPRESA,D,1
02,10,0210,MICROEMPRESA,F,5
02,10,0210,MICROEMPRESA,G,500
02,10,0210,MICROEMPRESA,H,7
02,10,0210,MICROEMPRESA,I,70
02,10,0210,MICROEMPRESA,J,6
02,10,0210,MICROEMPRESA,K,11
02,10,0210,MICROEMPRESA,L,1
02,10,0210,MICROEMPRESA,P,1
02,10,0210,MICROEMPRESA,Q,25
02,10,0210,MICROEMPRESA,R,43
02,10,0210,PEQUEÑA EMPRESA,A,16
02,10,0210,PEQUEÑA EMPRESA,C,6
02,10,0210,PEQUEÑA EMPRESA,F,2
02,10,0210,PEQUEÑA EMPRESA,G,121
02,10,0210,PEQUEÑA EMPRESA,H,5
02,10,0210,PEQUEÑA EMPRESA,I,17
02,10,0210,PEQUEÑA EMPRESA,J,13
02,10,0210,PEQUEÑA EMPRESA,K,4
02,10,0210,PEQUEÑA EMPRESA,P,2
02,10,0210,PEQUEÑA EMPRESA,Q,1
02,10,0210,PEQUEÑA EMPRESA,R,11
03,01,0301,MICROEMPRESA,C,1
03,01,0301,MICROEMPRESA,G,442
03,01,0301,MICROEMPRESA,I,67
03,01,0301,MICROEMPRESA,J,1
03,01,0301,MICROEMPRESA,N,1
03,01,0301,MICROEMPRESA,R,65
03,01,0301,NO ESPECIFICADO,A,17
03,01,0301,NO ESPECIFICADO,C,112
03,01,0301,NO ESPECIFICADO,E,1
03,01,0301,NO ESPECIFICADO,F,51
03,01,0301,NO ESPECIFICADO,G,1839
03,01,0301,NO ESPECIFICADO,H,39
03,01,0301,NO ESPECIFICADO,I,259
03,01,0301,NO ESPECIFICADO,J,21
03,01,0301,NO ESPECIFICADO,K,92
03,01,0301,NO ESPECIFICADO,L,17
03,01,0301,NO ESPECIFICADO,M,10
03,01,0301,NO ESPECIFICADO,N,31
03,01,0301,NO ESPECIFICADO,P,21
03,01,0301,NO ESPECIFICADO,Q,73
03,01,0301,NO ESPECIFICADO,R,80
03,01,0301,PEQUEÑA EMPRESA,I,9
03,01,0301,PEQUEÑA EMPRESA,R,7
03,02,0302,MICROEMPRESA,A,3
03,02,0302,MICROEMPRESA,C,11
03,02,0302,MICROEMPRESA,G,291
03,02,0302,MICROEMPRESA,H,65
03,02,0302,MICROEMPRESA,I,81
03,02,0302,MICROEMPRESA,J,6
03,02,0302,MICROEMPRESA,K,5
03,02,0302,MICROEMPRESA,N,6
03,02,0302,MICROEMPRESA,Q,6
03,02,0302,MICROEMPRESA,R,15
03,02,0302,PEQUEÑA EMPRESA,D,1
03,02,0302,PEQUEÑA EMPRESA,G,18
03,02,0302,PEQUEÑA EMPRESA,J,2
03,02,0302,PEQUEÑA EMPRESA,R,6
03,03,0303,MICROEMPRESA,A,5
03,03,0303,MICROEMPRESA,C,62
03,03,0303,MICROEMPRESA,G,495
03,03,0303,MICROEMPRESA,H,3
03,03,0303,MICROEMPRESA,I,110
03,03,0303,MICROEMPRESA,J,7
03,03,0303,MICROEMPRESA,K,3
03,03,0303,MICROEMPRESA,N,1
03,03,0303,MICROEMPRESA,Q,5
03,03,0303,MICROEMPRESA,R,16
03,03,0303,PEQUEÑA EMPRESA,G,6
03,03,0303,PEQUEÑA EMPRESA,I,1
03,03,0303,PEQUEÑA EMPRESA,K,1
03,03,0303,PEQUEÑA EMPRESA,R,11
03,04,0304,MICROEMPRESA,C,24
03,04,0304,MICROEMPRESA,G,431
03,04,0304,MICROEMPRESA,H,32
03,04,0304,MICROEMPRESA,I,64
03,04,0304,MICROEMPRESA,J,3
03,04,0304,MICROEMPRESA,K,4
03,04,0304,MICROEMPRESA,N,1
03,04,0304,MICROEMPRESA,Q,7
03,04,0304,MICROEMPRESA,R,19
03,04,0304,PEQUEÑA EMPRESA,G,6
03,04,0304,PEQUEÑA EMPRESA,I,1
03,04,0304,PEQUEÑA EMPRESA,R,8
03,05,0305,MEDIANA EMPRESA,G,1
03,05,0305,MICROEMPRESA,A,2
03,05,0305,MICROEMPRESA,C,37
03,05,0305,MICROEMPRESA,G,58
03,05,0305,MICROEMPRESA,H,11
03,05,0305,MICROEMPRESA,I,19
03,05,0305,MICROEMPRESA,J,1
03,05,0305,MICROEMPRESA,K,1
03,05,0305,MICROEMPRESA,M,1
03,05,0305,PEQUEÑA EMPRESA,C,1
03,05,0305,PEQUEÑA EMPRESA,D,1
03,05,0305,PEQUEÑA EMPRESA,G,3
03,05,0305,PEQUEÑA EMPRESA,J,4
03,05,0305,PEQUEÑA EMPRESA,R,2
03,06,0306,MEDIANA EMPRESA,C,1
03,06,0306,MEDIANA EMPRESA,D,1
03,06,0306,MEDIANA EMPRESA,G,6
03,06,0306,MEDIANA EMPRESA,H,2
03,06,0306,MEDIANA EMPRESA,K,3
03,06,0306,MICROEMPRESA,A,9
03,06,0306,MICROEMPRESA,C,35
03,06,0306,MICROEMPRESA,G,572
03,06,0306,MICROEMPRESA,H,8
03,06,0306,MICROEMPRESA,I,86
03,06,0306,MICROEMPRESA,J,8
03,06,0306,MICROEMPRESA,K,5
03,06,0306,MICROEMPRESA,L,17
03,06,0306,MICROEMPRESA,M,3
03,06,0306,MICROEMPRESA,N,8
03,06,0306,MICROEMPRESA,P,4
03,06,0306,MICROEMPRESA,Q,19
03,06,0306,MICROEMPRESA,R,41
03,06,0306,PEQUEÑA EMPRESA,A,1
03,06,0306,PEQUEÑA EMPRESA,C,1
03,06,0306,PEQUEÑA EMPRESA,G,40
03,06,0306,PEQUEÑA EMPRESA,H,21
03,06,0306,PEQUEÑA EMPRESA,I,10
03,06,0306,PEQUEÑA EMPRESA,K,8
03,06,0306,PEQUEÑA EMPRESA,L,1
03,06,0306,PEQUEÑA EMPRESA,P,1
03,06,0306,PEQUEÑA EMPRESA,Q,4
03,06,0306,PEQUEÑA EMPRESA,R,6
03,07,0307,EMPRESA GRANDE,A,1
03,07,0307,EMPRESA GRANDE,G,1
03,07,0307,MICROEMPRESA,A,4
03,07,0307,MICROEMPRESA,C,20
03,07,0307,MICROEMPRESA,G,116
03,07,0307,MICROEMPRESA,H,15
03,07,0307,MICROEMPRESA,I,33
03,07,0307,MICROEMPRESA,J,2
03,07,0307,MICROEMPRESA,K,4
03,07,0307,MICROEMPRESA,M,1
03,07,0307,MICROEMPRESA,N,1
03,07,0307,MICROEMPRESA,P,2
03,07,0307,MICROEMPRESA,Q,9
03,07,0307,MICROEMPRESA,R,9
03,07,0307,PEQUEÑA EMPRESA,A,2
03,07,0307,PEQUEÑA EMPRESA,G,9
03,07,0307,PEQUEÑA EMPRESA,H,1
03,07,0307,PEQUEÑA EMPRESA,I,4
03,07,0307,PEQUEÑA EMPRESA,R,6
03,08,0308,MICROEMPRESA,C,13
03,08,0308,MICROEMPRESA,G,98
03,08,0308,MICROEMPRESA,H,1
03,08,0308,MICROEMPRESA,J,2
03,08,0308,MICROEMPRESA,N,4
03,08,0308,MICROEMPRESA,Q,1
03,08,0308,MICROEMPRESA,R,3
03,08,0308,PEQUEÑA EMPRESA,G,4
03,08,0308,PEQUEÑA EMPRESA,I,9
03,09,0309,MICROEMPRESA,A,4
03,09,0309,MICROEMPRESA,C,14
03,09,0309,MICROEMPRESA,F,1
03,09,0309,MICROEMPRESA,G,139
03,09,0309,MICROEMPRESA,H,2
03,09,0309,MICROEMPRESA,I,27
03,09,0309,MICROEMPRESA,J,5
03,09,0309,MICROEMPRESA,K,1
03,09,0309,MICROEMPRESA,L,1
03,09,0309,MICROEMPRESA,M,1
03,09,0309,MICROEMPRESA,Q,2
03,09,0309,MICROEMPRESA,R,8
03,09,0309,PEQUEÑA EMPRESA,A,2
03,09,0309,PEQUEÑA EMPRESA,F,2
03,09,0309,PEQUEÑA EMPRESA,G,14
03,09,0309,PEQUEÑA EMPRESA,R,2
03,10,0310,MICROEMPRESA,C,6
03,10,0310,MICROEMPRESA,G,145
03,10,0310,MICROEMPRESA,H,1
03,10,0310,MICROEMPRESA,I,9
03,10,0310,MICROEMPRESA,J,2
03,10,0310,MICROEMPRESA,K,12
03,10,0310,MICROEMPRESA,Q,1
03,10,0310,MICROEMPRESA,R,3
03,10,0310,PEQUEÑA EMPRESA,G,1
03,10,0310,PEQUEÑA EMPRESA,I,10
03,10,0310,PEQUEÑA EMPRESA,J,1
03,10,0310,PEQUEÑA EMPRESA,R,2
03,11,0311,MICROEMPRESA,A,117
03,11,0311,MICROEMPRESA,C,32
03,11,0311,MICROEMPRESA,G,271
03,11,0311,MICROEMPRESA,H,56
03,11,0311,MICROEMPRESA,I,26
03,11,0311,MICROEMPRESA,J,3
03,11,0311,MICROEMPRESA,K,4
03,11,0311,MICROEMPRESA,N,1
03,11,0311,MICROEMPRESA,Q,5
03,11,0311,MICROEMPRESA,R,16
03,11,0311,PEQUEÑA EMPRESA,C,1
03,11,0311,PEQUEÑA EMPRESA,G,17
