Year,codDeptoNac,codMunNac,codDepto,codMun,in_city,capital,sps,other_main,N,USD
2020,15,7,2,9,0,0,0,0,84,87150.89
2020,15,7,5,12,0,0,0,0,4,5019.21
2020,15,7,4,21,0,0,0,0,1,810
2020,15,7,1,7,0,0,0,0,5,1333.03
2020,15,7,10,1,0,0,0,1,28,16321.15
2020,15,7,16,19,0,0,0,0,1,400.04
2020,15,7,8,6,0,0,0,0,2,193
2020,15,7,18,7,0,0,0,0,483,339254.93
2020,15,7,8,1,0,1,0,0,604,615614.81
2020,15,7,18,8,0,0,0,0,2,1536.02
2020,15,7,1,4,0,0,0,0,9,2191
2020,15,7,8,2,0,0,0,0,1,730
2020,15,7,15,5,0,0,0,0,2,1251
2020,15,7,14,1,0,0,0,1,31,85042.35
2020,15,7,18,4,0,0,0,0,11,4656.91
2020,15,7,15,7,1,0,0,0,3,2182.21
2020,15,7,5,1,0,0,1,0,398,260443.84
2020,15,7,5,10,0,0,0,0,2,1620
2020,15,7,7,3,0,0,0,0,1,1986.02
2020,15,7,5,3,0,0,0,0,1,650
2020,15,7,1,1,0,0,0,1,553,442865.72
2020,15,7,10,7,0,0,0,0,1,50
2020,15,7,15,2,0,0,0,0,3,750
2020,15,7,2,8,0,0,0,0,39,21140.73
2020,15,8,16,18,0,0,0,0,4,2124.51
2020,15,8,15,3,0,0,0,0,214,147390.31
2020,15,8,4,19,0,0,0,0,1,80.56
2020,15,8,9,1,0,0,0,1,1,600
2020,15,8,5,1,0,0,1,0,1077,1336052.26
2020,15,8,1,1,0,0,0,1,522,499227.94
2020,15,8,1,4,0,0,0,0,3,639.99
2020,15,8,11,1,0,0,0,1,48,64973.87
2020,15,8,17,1,0,0,0,1,37,79458.52
2020,15,8,5,11,0,0,0,0,38,43180.21
2020,15,8,5,12,0,0,0,0,16,11301.46
2020,15,8,15,2,0,0,0,0,8,6875.4
2020,15,8,18,8,0,0,0,0,2,1000
2020,15,8,6,7,0,0,0,0,2,1165.99
2020,15,8,8,1,0,1,0,0,4360,6298428.26
2020,15,8,10,7,0,0,0,0,1,35
2020,15,8,11,2,0,0,0,0,3,751.55
2020,15,8,1,5,0,0,0,0,14,15678.52
2020,15,8,8,6,0,0,0,0,21,22220.68
2020,15,8,10,6,0,0,0,0,1,223
2020,15,8,3,20,0,0,0,0,1,204
2020,15,8,15,17,0,0,0,0,492,313871.21
2020,15,8,18,6,0,0,0,0,2,370.02
2020,15,8,5,10,0,0,0,0,4,2158.49
2020,15,8,2,3,0,0,0,0,3,1003.5
2020,15,8,14,1,0,0,0,1,2723,10038786.08
2020,15,8,5,2,0,0,0,0,80,37826.42
2020,15,8,3,18,0,0,0,0,9,38136.96
2020,15,8,3,13,0,0,0,0,1,46
2020,15,8,15,1,0,0,0,1,636,628738.8
2020,15,8,4,13,0,0,0,0,2,250
2020,15,8,3,1,0,0,0,1,49,54940.24
2020,15,8,5,6,0,0,0,0,35,16840.94
2020,15,8,10,1,0,0,0,1,61,55536.78
2020,15,8,16,1,0,0,0,1,3,1820.2
2020,15,8,2,5,0,0,0,0,125,136023.02
2020,15,8,15,8,1,0,0,0,824,394674.28
2020,15,8,12,1,0,0,0,1,2,836.5
2020,15,8,3,19,0,0,0,0,2,1110.02
2020,15,8,2,9,0,0,0,0,222,173730.68
2020,15,8,7,1,0,0,0,1,14,42762.36
2020,15,8,7,19,0,0,0,0,3,361
2020,15,8,18,4,0,0,0,0,29,15120.79
2020,15,8,1,7,0,0,0,0,13,10483.36
2020,15,8,12,8,0,0,0,0,4,2534.92
2020,15,8,2,2,0,0,0,0,1,519.88
2020,15,8,2,6,0,0,0,0,3,160.02
2020,15,8,4,1,0,0,0,1,8,9300.29
2020,15,8,7,3,0,0,0,0,10,6259.72
2020,15,8,14,3,0,0,0,0,14,25398.9
2020,15,8,18,7,0,0,0,0,49,30710.88
2020,15,8,2,8,0,0,0,0,14,4898.75
2020,15,8,13,1,0,0,0,1,1,99.8
2020,15,8,6,1,0,0,0,1,20,19615.98
2020,15,8,15,19,0,0,0,0,28,37479
2020,15,8,18,1,0,0,0,1,62,68087.57
2020,15,8,8,24,0,0,0,0,6,5543.96
2020,15,8,5,3,0,0,0,0,4,1565.42
2020,15,8,15,5,0,0,0,0,59,76963.21
2020,15,8,2,1,0,0,0,1,479,989311.32
2020,15,8,14,2,0,0,0,0,4,849.98
2020,15,8,3,6,0,0,0,0,1,53.01
2020,15,8,2,10,0,0,0,0,42,29465.59
2020,15,9,2,3,0,0,0,0,1,499.2
2020,15,9,2,9,0,0,0,0,40,54011.19
2020,15,9,15,2,0,0,0,0,6,2014
2020,15,9,8,1,0,1,0,0,2107,3769585.86
2020,15,9,17,1,0,0,0,1,26,34436.94
2020,15,9,18,1,0,0,0,1,83,65522.12
2020,15,9,10,3,0,0,0,0,1,204.67
2020,15,9,15,5,0,0,0,0,10,12736.45
2020,15,9,14,13,0,0,0,0,2,460
2020,15,9,14,1,0,0,0,1,2197,8554764.38
2020,15,9,3,18,0,0,0,0,6,9278.25
2020,15,9,11,1,0,0,0,1,12,8722.65
2020,15,9,12,1,0,0,0,1,2,3122
2020,15,9,6,1,0,0,0,1,12,9308.49
2020,15,9,15,19,0,0,0,0,183,171000.17
2020,15,9,15,3,0,0,0,0,130,119303.76
2020,15,9,3,1,0,0,0,1,23,40974.33
2020,15,9,1,7,0,0,0,0,5,2483.17
2020,15,9,1,8,0,0,0,0,1,750.34
2020,15,9,1,4,0,0,0,0,5,2828.64
2020,15,9,15,9,1,0,0,0,4,4375
2020,15,9,14,2,0,0,0,0,4,856
2020,15,9,2,6,0,0,0,0,2,197.03
2020,15,9,18,4,0,0,0,0,30,26562.95
2020,15,9,15,17,0,0,0,0,27,13544.76
2020,15,9,8,2,0,0,0,0,1,300
2020,15,9,16,1,0,0,0,1,5,38875.01
2020,15,9,2,10,0,0,0,0,13,6537.09
2020,15,9,7,1,0,0,0,1,6,21899.51
2020,15,9,4,1,0,0,0,1,7,8743.51
2020,15,9,3,20,0,0,0,0,1,288
2020,15,9,2,8,0,0,0,0,12,6307.02
2020,15,9,2,1,0,0,0,1,157,245841.79
2020,15,9,5,2,0,0,0,0,29,32355.21
2020,15,9,18,7,0,0,0,0,23,32783.94
2020,15,9,15,8,0,0,0,0,12,5854.8
2020,15,9,7,3,0,0,0,0,9,13078.83
2020,15,9,5,6,0,0,0,0,6,12196.88
2020,15,9,3,13,0,0,0,0,1,1504
2020,15,9,2,2,0,0,0,0,1,98
2020,15,9,5,1,0,0,1,0,899,907619.01
2020,15,9,12,8,0,0,0,0,2,6019.88
2020,15,9,3,6,0,0,0,0,1,486.1
2020,15,9,14,3,0,0,0,0,21,28716.8
2020,15,9,5,10,0,0,0,0,1,50
2020,15,9,5,11,0,0,0,0,22,20515.46
2020,15,9,18,8,0,0,0,0,3,2767
2020,15,9,8,24,0,0,0,0,4,1481.02
2020,15,9,2,5,0,0,0,0,48,43676.79
2020,15,9,5,12,0,0,0,0,10,4315.28
2020,15,9,17,9,0,0,0,0,3,7402.78
2020,15,9,1,1,0,0,0,1,192,174841.05
2020,15,9,15,1,0,0,0,1,605,714601.39
2020,15,9,1,5,0,0,0,0,4,1956.64
2020,15,9,13,1,0,0,0,1,1,11037
2020,15,9,10,1,0,0,0,1,11,2461.71
2020,15,10,2,1,0,0,0,1,192,359557.99
2020,15,10,3,1,0,0,0,1,11,28044
2020,15,10,10,1,0,0,0,1,15,3232.47
2020,15,10,1,5,0,0,0,0,2,202
2020,15,10,14,2,0,0,0,0,2,282.27
2020,15,10,5,1,0,0,1,0,451,466190.71
2020,15,10,18,1,0,0,0,1,38,36014
2020,15,10,15,13,0,0,0,0,1,52
2020,15,10,2,10,0,0,0,0,12,10571.1
2020,15,10,18,8,0,0,0,0,6,2801.45
2020,15,10,1,2,0,0,0,0,1,179.99
2020,15,10,15,19,0,0,0,0,7,5010
2020,15,10,1,1,0,0,0,1,263,185178.3
2020,15,10,9,1,0,0,0,1,1,40
2020,15,10,16,18,0,0,0,0,1,100
2020,15,10,17,1,0,0,0,1,75,128148.86
2020,15,10,5,10,0,0,0,0,1,56
2020,15,10,15,3,0,0,0,0,44,36635.25
2020,15,10,15,2,0,0,0,0,4,12263.16
2020,15,10,3,18,0,0,0,0,1,49.91
2020,15,10,3,21,0,0,0,0,2,591.26
2020,15,10,4,1,0,0,0,1,1,90
2020,15,10,5,6,0,0,0,0,6,4915.19
2020,15,10,11,2,0,0,0,0,1,100
2020,15,10,18,4,0,0,0,0,10,12305.57
2020,15,10,15,8,0,0,0,0,42,23628.5
2020,15,10,16,1,0,0,0,1,2,1480
2020,15,10,2,9,0,0,0,0,78,32283.99
2020,15,10,15,5,0,0,0,0,6,6997.07
2020,15,10,2,6,0,0,0,0,2,737.02
2020,15,10,12,1,0,0,0,1,1,94.01
2020,15,10,11,1,0,0,0,1,19,7345.6
2020,15,10,5,2,0,0,0,0,50,35250.28
2020,15,10,15,1,0,0,0,1,458,340901.2
2020,15,10,5,12,0,0,0,0,8,2100.26
2020,15,10,4,6,0,0,0,0,2,2819
2020,15,10,7,1,0,0,0,1,2,150.2
2020,15,10,14,3,0,0,0,0,4,978.94
2020,15,10,15,10,1,0,0,0,4,1875.06
2020,15,10,6,1,0,0,0,1,6,12086.3
2020,15,10,10,2,0,0,0,0,1,348.23
2020,15,10,18,7,0,0,0,0,109,76092.63
2020,15,10,2,5,0,0,0,0,52,34207.16
2020,15,10,1,4,0,0,0,0,2,1112
2020,15,10,8,24,0,0,0,0,6,5788.54
2020,15,10,3,19,0,0,0,0,2,520
2020,15,10,15,7,0,0,0,0,2,1792.45
2020,15,10,16,26,0,0,0,0,1,654
2020,15,10,14,1,0,0,0,1,795,2791642.74
2020,15,10,15,9,0,0,0,0,1,1463.3
2020,15,10,8,6,0,0,0,0,3,3463.95
2020,15,10,15,17,0,0,0,0,24,10213.91
2020,15,10,1,7,0,0,0,0,1,150
2020,15,10,2,8,0,0,0,0,21,13480.32
2020,15,10,8,1,0,1,0,0,1195,1597269.74
2020,15,10,5,11,0,0,0,0,28,34777.45
2020,15,11,10,1,0,0,0,1,21,29657.89
2020,15,11,8,6,0,0,0,0,449,444145.79
2020,15,11,15,5,0,0,0,0,20,15395.21
2020,15,11,5,3,0,0,0,0,2,2980.72
2020,15,11,17,9,0,0,0,0,7,907.75
2020,15,11,11,1,0,0,0,1,37,23057.55
2020,15,11,4,13,0,0,0,0,2,128.66
2020,15,11,15,17,0,0,0,0,3,313.67
2020,15,11,3,13,0,0,0,0,2,1722
2020,15,11,5,10,0,0,0,0,6,1298.6
2020,15,11,18,6,0,0,0,0,2,1342.89
2020,15,11,15,11,1,0,0,0,22,22686.59
2020,15,11,16,1,0,0,0,1,6,2613.95
2020,15,11,1,1,0,0,0,1,183,208624.02
2020,15,11,10,7,0,0,0,0,1,620
2020,15,11,1,5,0,0,0,0,5,1849.98
2020,15,11,8,8,0,0,0,0,1,1090.4
2020,15,11,8,14,0,0,0,0,1,49
2020,15,11,8,26,0,0,0,0,1,27
2020,15,11,1,7,0,0,0,0,13,13713.79
2020,15,11,16,19,0,0,0,0,3,4031.74
2020,15,11,5,1,0,0,1,0,1208,1061062.26
2020,15,11,2,8,0,0,0,0,12,17927.97
2020,15,11,3,21,0,0,0,0,3,1000
2020,15,11,16,18,0,0,0,0,5,2414.53
2020,15,11,11,2,0,0,0,0,1,358
2020,15,11,15,3,0,0,0,0,56,49587.74
2020,15,11,15,2,0,0,0,0,175,127176.21
2020,15,11,7,3,0,0,0,0,17,21918.38
2020,15,11,18,1,0,0,0,1,36,22731.98
2020,15,11,6,15,0,0,0,0,3,4682.28
2020,15,11,13,1,0,0,0,1,6,3804.45
2020,15,11,5,6,0,0,0,0,38,29318.45
2020,15,11,14,1,0,0,0,1,900,2220211.63
2020,15,11,6,1,0,0,0,1,32,38230.83
2020,15,11,5,12,0,0,0,0,12,3394.68
2020,15,11,3,20,0,0,0,0,1,1194
2020,15,11,9,1,0,0,0,1,2,236.69
2020,15,11,3,1,0,0,0,1,55,104516.43
2020,15,11,5,11,0,0,0,0,42,24364.94
2020,15,11,8,2,0,0,0,0,7,12516.21
2020,15,11,3,6,0,0,0,0,2,344
2020,15,11,6,6,0,0,0,0,2,90
2020,15,11,2,5,0,0,0,0,15,13902.02
2020,15,11,1,4,0,0,0,0,5,762.47
2020,15,11,16,13,0,0,0,0,1,50.01
2020,15,11,4,1,0,0,0,1,10,5766.41
2020,15,11,2,6,0,0,0,0,1,100.03
2020,15,11,5,2,0,0,0,0,59,42202.21
2020,15,11,2,1,0,0,0,1,97,153028.19
2020,15,11,14,3,0,0,0,0,2,190.01
2020,15,11,2,3,0,0,0,0,3,624.19
2020,15,11,18,4,0,0,0,0,40,28410.87
2020,15,11,12,1,0,0,0,1,3,501.63
2020,15,11,8,1,0,1,0,0,3703,8549221.91
2020,15,11,17,1,0,0,0,1,24,20770.13
2020,15,11,2,9,0,0,0,0,28,29247.66
2020,15,11,2,10,0,0,0,0,5,936
2020,15,11,16,4,0,0,0,0,3,1996.92
2020,15,11,3,2,0,0,0,0,1,999.84
2020,15,11,18,7,0,0,0,0,12,4676.54
2020,15,11,15,8,0,0,0,0,3,708.97
2020,15,11,14,13,0,0,0,0,3,5872.16
2020,15,11,7,4,0,0,0,0,1,10
2020,15,11,3,19,0,0,0,0,2,179.42
2020,15,11,3,18,0,0,0,0,17,13740.13
2020,15,11,18,8,0,0,0,0,2,1595.67
2020,15,11,8,24,0,0,0,0,113,68337.82
2020,15,11,7,1,0,0,0,1,11,21329.74
2020,15,11,15,1,0,0,0,1,364,336962.34
2020,15,12,5,2,0,0,0,0,65,35311.38
2020,15,12,16,1,0,0,0,1,2,2950
2020,15,12,1,7,0,0,0,0,1,100
2020,15,12,3,1,0,0,0,1,6,872.03
2020,15,12,2,9,0,0,0,0,17,11528.06
2020,15,12,5,11,0,0,0,0,10,5574.65
2020,15,12,16,4,0,0,0,0,2,605.88
2020,15,12,3,6,0,0,0,0,1,54
2020,15,12,15,2,0,0,0,0,17,6992.19
2020,15,12,8,2,0,0,0,0,1,429
2020,15,12,2,5,0,0,0,0,19,10823.91
2020,15,12,2,10,0,0,0,0,2,154.03
2020,15,12,18,7,0,0,0,0,76,58624.56
2020,15,12,15,5,0,0,0,0,3,800
2020,15,12,5,9,0,0,0,0,1,49.11
2020,15,12,3,18,0,0,0,0,1,230
2020,15,12,8,6,0,0,0,0,8,5347.01
2020,15,12,15,17,0,0,0,0,2,185.02
2020,15,12,15,1,0,0,0,1,192,115748.52
2020,15,12,1,4,0,0,0,0,2,191.01
2020,15,12,1,1,0,0,0,1,124,133946.91
2020,15,12,8,1,0,1,0,0,584,811446.42
2020,15,12,15,3,0,0,0,0,10,12665.07
2020,15,12,16,18,0,0,0,0,1,710.02
2020,15,12,14,1,0,0,0,1,304,816040.8
2020,15,12,6,15,0,0,0,0,1,100
2020,15,12,5,12,0,0,0,0,7,7484.59
2020,15,12,8,24,0,0,0,0,3,403.99
2020,15,12,18,1,0,0,0,1,15,6185.72
2020,15,12,18,4,0,0,0,0,6,2997.29
2020,15,12,10,1,0,0,0,1,18,5726.19
2020,15,12,17,1,0,0,0,1,73,177497.56
2020,15,12,11,2,0,0,0,0,5,564
2020,15,12,5,1,0,0,1,0,300,285472.65
2020,15,12,11,1,0,0,0,1,15,10004.13
2020,15,12,2,8,0,0,0,0,6,1836
2020,15,12,5,6,0,0,0,0,28,22437.45
2020,15,12,7,1,0,0,0,1,1,63.53
2020,15,12,5,3,0,0,0,0,2,143.75
2020,15,12,4,1,0,0,0,1,3,700
2020,15,12,14,2,0,0,0,0,3,1212
2020,15,12,7,3,0,0,0,0,2,732.26
2020,15,12,5,10,0,0,0,0,2,323.47
2020,15,12,6,1,0,0,0,1,2,170.02
2020,15,12,2,1,0,0,0,1,50,98097.93
2020,15,12,2,3,0,0,0,0,1,100
2020,15,12,16,6,0,0,0,0,1,1150
2020,15,13,2,9,0,0,0,0,41,27557.54
2020,15,13,8,6,0,0,0,0,14,14270.22
2020,15,13,18,8,0,0,0,0,6,1135
2020,15,13,4,22,0,0,0,0,1,492
2020,15,13,5,10,0,0,0,0,2,603.96
2020,15,13,15,1,0,0,0,1,155,121743.54
2020,15,13,5,2,0,0,0,0,13,7420.65
2020,15,13,5,6,0,0,0,0,4,1544.16
2020,15,13,16,18,0,0,0,0,1,41
2020,15,13,5,12,0,0,0,0,4,1639.58
2020,15,13,15,17,0,0,0,0,3,1312.04
2020,15,13,18,4,0,0,0,0,42,37211.65
2020,15,13,2,5,0,0,0,0,51,35100.64
2020,15,13,5,3,0,0,0,0,1,50
2020,15,13,1,4,0,0,0,0,5,483.75
2020,15,13,2,8,0,0,0,0,29,25035.66
2020,15,13,18,1,0,0,0,1,44,31504.67
2020,15,13,12,1,0,0,0,1,2,70
2020,15,13,2,10,0,0,0,0,8,3373.51
2020,15,13,7,1,0,0,0,1,9,11389.72
2020,15,13,9,1,0,0,0,1,1,322.14
2020,15,13,17,1,0,0,0,1,92,190181.24
2020,15,13,3,18,0,0,0,0,10,3203.21
2020,15,13,3,1,0,0,0,1,31,29447.41
2020,15,13,7,2,0,0,0,0,1,164.99
2020,15,13,2,3,0,0,0,0,2,796.09
2020,15,13,8,1,0,1,0,0,1851,2589068.31
2020,15,13,15,3,0,0,0,0,16,17620.8
2020,15,13,15,5,0,0,0,0,1,2442
2020,15,13,2,6,0,0,0,0,4,500.04
2020,15,13,4,1,0,0,0,1,2,335.14
2020,15,13,1,5,0,0,0,0,1,3653.93
2020,15,13,2,2,0,0,0,0,1,990
2020,15,13,6,1,0,0,0,1,4,12081.6
2020,15,13,16,14,0,0,0,0,1,215
2020,15,13,8,2,0,0,0,0,2,1236.13
2020,15,13,10,6,0,0,0,0,1,1555
2020,15,13,4,13,0,0,0,0,2,100
2020,15,13,10,1,0,0,0,1,18,17570.6
2020,15,13,5,11,0,0,0,0,45,52815.98
2020,15,13,14,3,0,0,0,0,2,70
2020,15,13,16,26,0,0,0,0,1,223
2020,15,13,6,15,0,0,0,0,1,668.17
2020,15,13,1,1,0,0,0,1,447,604512.33
2020,15,13,1,2,0,0,0,0,1,50
2020,15,13,18,6,0,0,0,0,1,1462
2020,15,13,15,13,1,0,0,0,6,4908.87
2020,15,13,18,7,0,0,0,0,61,41678.14
2020,15,13,17,9,0,0,0,0,6,1436.06
2020,15,13,7,3,0,0,0,0,7,4420.34
2020,15,13,11,1,0,0,0,1,18,2038.01
2020,15,13,5,1,0,0,1,0,633,685615.83
2020,15,13,15,2,0,0,0,0,4,4145.73
2020,15,13,1,7,0,0,0,0,7,17281.1
2020,15,13,5,9,0,0,0,0,1,1000
2020,15,13,2,1,0,0,0,1,145,348362.15
2020,15,13,14,1,0,0,0,1,698,2357771.73
2020,15,13,16,1,0,0,0,1,4,3833.5
2020,15,14,15,17,0,0,0,0,3,3292.03
2020,15,14,4,13,0,0,0,0,1,50
2020,15,14,2,2,0,0,0,0,1,190.99
2020,15,14,4,1,0,0,0,1,7,26431.36
2020,15,14,15,14,1,0,0,0,7,2093.94
2020,15,14,15,3,0,0,0,0,18,10138.57
2020,15,14,5,1,0,0,1,0,1357,1408214.83
2020,15,14,18,4,0,0,0,0,191,182113.41
2020,15,14,1,1,0,0,0,1,321,450969.17
2020,15,14,8,3,0,0,0,0,1,700
2020,15,14,18,8,0,0,0,0,12,3797.66
2020,15,14,5,10,0,0,0,0,2,1249
2020,15,14,14,6,0,0,0,0,1,298
2020,15,14,2,1,0,0,0,1,74,178081.23
2020,15,14,1,4,0,0,0,0,8,2850.91
2020,15,14,2,9,0,0,0,0,19,12644.76
2020,15,14,5,11,0,0,0,0,58,27921.63
2020,15,14,6,1,0,0,0,1,11,7898.62
2020,15,14,10,1,0,0,0,1,13,17754.64
2020,15,14,15,4,0,0,0,0,1,898.2
2020,15,14,14,2,0,0,0,0,1,300
2020,15,14,2,8,0,0,0,0,16,11792.55
2020,15,14,16,18,0,0,0,0,2,1655
2020,15,14,8,6,0,0,0,0,12,8149.23
2020,15,14,14,13,0,0,0,0,2,640
2020,15,14,8,1,0,1,0,0,1908,3894224.44
2020,15,14,3,1,0,0,0,1,28,30792.67
2020,15,14,14,1,0,0,0,1,394,1200380.14
2020,15,14,18,1,0,0,0,1,764,773410.65
2020,15,14,7,3,0,0,0,0,7,1573.33
2020,15,14,4,21,0,0,0,0,1,885
2020,15,14,16,16,0,0,0,0,1,3220
2020,15,14,7,1,0,0,0,1,4,3618.99
2020,15,14,15,2,0,0,0,0,10,4958.72
2020,15,14,7,19,0,0,0,0,1,100
2020,15,14,5,2,0,0,0,0,86,59938.86
2020,15,14,17,9,0,0,0,0,2,464
2020,15,14,2,5,0,0,0,0,47,57099.16
2020,15,14,17,1,0,0,0,1,570,1749854.57
2020,15,14,18,7,0,0,0,0,134,83940.51
2020,15,14,5,6,0,0,0,0,9,2027.15
2020,15,14,13,1,0,0,0,1,2,784.2
2020,15,14,5,12,0,0,0,0,36,13478.85
2020,15,14,3,19,0,0,0,0,1,100
2020,15,14,3,21,0,0,0,0,1,199.97
2020,15,14,6,15,0,0,0,0,1,547
2020,15,14,3,18,0,0,0,0,4,4269.74
2020,15,14,18,10,0,0,0,0,1,150
2020,15,14,5,3,0,0,0,0,3,465
2020,15,14,16,1,0,0,0,1,4,7655.03
2020,15,14,15,5,0,0,0,0,3,1609.98
2020,15,14,8,24,0,0,0,0,19,32786.7
2020,15,14,11,1,0,0,0,1,13,12345.03
2020,15,14,18,6,0,0,0,0,23,26232.95
2020,15,14,2,10,0,0,0,0,7,3213.61
2020,15,14,15,13,0,0,0,0,1,63.38
2020,15,14,2,3,0,0,0,0,1,330.05
2020,15,14,1,5,0,0,0,0,6,1124.6
2020,15,14,3,6,0,0,0,0,3,5168.03
2020,15,14,15,1,0,0,0,1,237,192661.89
2020,15,14,1,7,0,0,0,0,15,20591.71
2020,15,15,4,1,0,0,0,1,7,3656.66
2020,15,15,1,8,0,0,0,0,1,85
2020,15,15,2,9,0,0,0,0,53,66807.78
2020,15,15,18,6,0,0,0,0,5,3527.17
2020,15,15,17,1,0,0,0,1,52,103186.44
2020,15,15,15,10,0,0,0,0,1,1766.47
2020,15,15,5,6,0,0,0,0,26,43274.54
2020,15,15,3,18,0,0,0,0,11,11537.72
2020,15,15,2,10,0,0,0,0,5,1283.46
2020,15,15,15,17,0,0,0,0,11,10334.01
2020,15,15,16,18,0,0,0,0,2,3644.8
2020,15,15,7,12,0,0,0,0,1,400.02
2020,15,15,16,13,0,0,0,0,1,322
2020,15,15,14,3,0,0,0,0,11,16988
2020,15,15,15,19,0,0,0,0,66,45653
2020,15,15,3,6,0,0,0,0,1,122
2020,15,15,14,1,0,0,0,1,2553,7128461.01
2020,15,15,7,1,0,0,0,1,17,37488.69
2020,15,15,18,10,0,0,0,0,1,179.84
2020,15,15,8,3,0,0,0,0,3,354.66
2020,15,15,15,14,0,0,0,0,1,1489.93
2020,15,15,1,5,0,0,0,0,7,7883.91
2020,15,15,17,9,0,0,0,0,6,6548.09
2020,15,15,2,3,0,0,0,0,2,791.87
2020,15,15,10,1,0,0,0,1,31,99829.64
2020,15,15,1,4,0,0,0,0,4,2215.53
2020,15,15,8,26,0,0,0,0,5,2186.02
2020,15,15,15,9,0,0,0,0,1,371
2020,15,15,12,1,0,0,0,1,2,425.01
2020,15,15,7,19,0,0,0,0,2,756
2020,15,15,5,3,0,0,0,0,1,447
2020,15,15,2,2,0,0,0,0,2,453
2020,15,15,18,4,0,0,0,0,34,35750.05
2020,15,15,18,7,0,0,0,0,50,38820.14
2020,15,15,2,8,0,0,0,0,15,15134.43
2020,15,15,1,1,0,0,0,1,258,280195.77
2020,15,15,11,2,0,0,0,0,1,149
2020,15,15,15,1,0,0,0,1,1447,1614682.96
2020,15,15,7,3,0,0,0,0,13,18321.75
2020,15,15,2,1,0,0,0,1,167,374620.66
2020,15,15,4,4,0,0,0,0,1,100.02
2020,15,15,2,6,0,0,0,0,3,2232.02
2020,15,15,15,8,0,0,0,0,8,4674.39
2020,15,15,15,2,0,0,0,0,8,7587.83
2020,15,15,18,1,0,0,0,1,121,108099.95
2020,15,15,2,5,0,0,0,0,40,54542.83
2020,15,15,15,3,0,0,0,0,214,209752.61
2020,15,15,16,1,0,0,0,1,5,2740.05
2020,15,15,5,9,0,0,0,0,2,290
2020,15,15,15,5,0,0,0,0,29,29875.41
2020,15,15,8,24,0,0,0,0,10,2956.35
2020,15,15,5,12,0,0,0,0,37,23912.85
2020,15,15,3,1,0,0,0,1,42,62256.46
2020,15,15,1,7,0,0,0,0,12,11907.17
2020,15,15,3,19,0,0,0,0,1,100
2020,15,15,18,8,0,0,0,0,2,514
2020,15,15,17,2,0,0,0,0,1,100
2020,15,15,8,6,0,0,0,0,15,16185.12
2020,15,15,5,11,0,0,0,0,34,28747.16
2020,15,15,8,1,0,1,0,0,3789,7522804.22
2020,15,15,4,6,0,0,0,0,1,92
2020,15,15,6,1,0,0,0,1,20,25039.42
2020,15,15,15,21,0,0,0,0,2,2156.47
2020,15,15,11,1,0,0,0,1,27,32553.66
2020,15,15,15,15,1,0,0,0,12,10935.22
2020,15,15,5,10,0,0,0,0,5,3422.51
2020,15,15,5,5,0,0,0,0,1,50
2020,15,15,5,2,0,0,0,0,59,41787.38
2020,15,15,5,1,0,0,1,0,1609,1545609.97
2020,15,15,14,2,0,0,0,0,7,5136
2020,15,15,16,4,0,0,0,0,1,150
2020,15,15,3,13,0,0,0,0,1,2280
2020,15,15,7,15,0,0,0,0,1,1098
2020,15,16,3,18,0,0,0,0,16,5856.53
2020,15,16,5,2,0,0,0,0,61,52586.27
2020,15,16,5,3,0,0,0,0,2,696
2020,15,16,1,7,0,0,0,0,12,2954.43
2020,15,16,15,19,0,0,0,0,1,249
2020,15,16,4,1,0,0,0,1,10,5804.94
2020,15,16,11,2,0,0,0,0,3,671
2020,15,16,2,5,0,0,0,0,6,1932.92
2020,15,16,7,3,0,0,0,0,8,15662.08
2020,15,16,15,17,0,0,0,0,5,2447.12
2020,15,16,15,2,0,0,0,0,77,50633.64
2020,15,16,5,12,0,0,0,0,10,13050.47
2020,15,16,17,9,0,0,0,0,5,468.5
2020,15,16,15,8,0,0,0,0,1,170
2020,15,16,7,1,0,0,0,1,6,2553.16
2020,15,16,15,3,0,0,0,0,54,25556.04
2020,15,16,11,1,0,0,0,1,18,13611.16
2020,15,16,1,1,0,0,0,1,180,208034.73
2020,15,16,1,4,0,0,0,0,5,883.91
2020,15,16,8,3,0,0,0,0,1,450
2020,15,16,3,20,0,0,0,0,1,50
2020,15,16,2,10,0,0,0,0,13,16020.16
2020,15,16,18,8,0,0,0,0,9,8615.56
2020,15,16,8,2,0,0,0,0,1,1500
2020,15,16,8,24,0,0,0,0,15,14822.33
2020,15,16,18,1,0,0,0,1,64,54771.05
2020,15,16,2,1,0,0,0,1,91,165652.57
2020,15,16,16,1,0,0,0,1,7,1346.13
2020,15,16,5,6,0,0,0,0,33,17870.2
2020,15,16,13,1,0,0,0,1,2,650
2020,15,16,10,1,0,0,0,1,19,4690.68
2020,15,16,8,27,0,0,0,0,1,60
2020,15,16,12,8,0,0,0,0,4,227.69
2020,15,16,15,5,0,0,0,0,34,45263.95
2020,15,16,1,5,0,0,0,0,4,2283.43
2020,15,16,8,1,0,1,0,0,2868,4446048.02
2020,15,16,15,1,0,0,0,1,530,478318.82
2020,15,16,5,9,0,0,0,0,1,2205
2020,15,16,5,11,0,0,0,0,35,18753.54
2020,15,16,8,6,0,0,0,0,39,22460.62
2020,15,16,1,2,0,0,0,0,1,1300
2020,15,16,15,16,1,0,0,0,6,8205.03
2020,15,16,3,1,0,0,0,1,49,66646.05
